Update september 2019;Beslag San;itelnr.;Beslag Status Code;Huisvestingtype code;Beslag Diersoort Code;Beslag SubDiersoort Code;Beslag Diersubtype code lijst;Beslag Aantal;Beslag Productie Code;Beslag Productie;Beslag Productie Code Lijst;Beslag Huisvestingstype Code;Locatie beslag LCE Code;Beslag Inrichtingslocatie Geografisch X-coördinaat;Beslag Inrichtingslocatie Geografisch Y-coördinaat;Capaciteit beslag Capaciteit (aantal)
#N/A;BE10178272;-303;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;196391;231346;105200
#N/A;BE10178272;-304;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;196391;231346;152000
#N/A;BE10178280;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;186718;192464;
#N/A;BE10178299;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;144321;194027;
#N/A;BE10178310;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;176434;227405;
#N/A;BE10178329;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;146616;191402;
#N/A;BE10178337;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;169214;210389;
#N/A;BE10178345;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;BL;PO Opfok - leg;BL;NSUHS;ANT;195495;233778;40000
#N/A;BE10178353;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;BL;PO Opfok - leg;BL;NSUHS;ANT;204724;203290;14900
#N/A;BE10178361;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;193296;197166;
#N/A;BE10178371;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;176037;240981;
#N/A;BE10178426;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;181861;204221;
#N/A;BE10178434;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;BL;PO Opfok - leg;BL;NSUHS;ANT;180906;204412;111000
#N/A;BE10178434;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;BL;PO Opfok - leg;BL;NSUHS;ANT;180906;204412;84000
#N/A;BE10178434;-303;ACT;PYPRO;PLTR;CHCK;CHCK;3;BL;PO Opfok - leg;BL;NSUHS;ANT;180906;204412;45000
#N/A;BE10178442;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;;;
#N/A;BE10178450;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;183972;229208;
#N/A;BE10178515;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;195016;217248;150000
#N/A;BE10178523;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;202109;205028;
#N/A;BE10178531;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;189562;237818;
#N/A;BE10178541;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;ANT;180452;202886;
#N/A;BE10178558;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;172977;224882;202500
#N/A;BE10178558;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;172977;224882;146250
#N/A;BE10178558;-303;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;172977;224882;146250
#N/A;BE10178558;-304;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;172977;224882;180000
#N/A;BE10178558;-305;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;172977;224882;202500
#N/A;BE10178566;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;ANT;173280;228150;33198
#N/A;BE10178566;-302;ACT;PYPRO;PLTR;CHCK;CHCK;2;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;ANT;173280;228150;46800
#N/A;BE10178574;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;201235;215945;
#N/A;BE10178582;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;194229;208482;69000
#N/A;BE10178582;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;194229;208482;69000
#N/A;BE10178582;-303;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;194229;208482;117000
#N/A;BE10178590;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;178813;240953;
#N/A;BE10178604;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;195683;237876;
#N/A;BE10178612;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;197352;238404;
#N/A;BE10178620;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;CAGE;ANT;184621;192120;
#N/A;BE10178639;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;ANT;178609;231812;92400
#N/A;BE10178639;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;ANT;178609;231812;63750
#N/A;BE10178639;-303;ACT;PYPRO;PLTR;CHCK;CHCK;3;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;ANT;178609;231812;187500
#N/A;BE10178647;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;186861;228099;78000
#N/A;BE10178647;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;186861;228099;78300
#N/A;BE10178647;-303;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;186861;228099;78300
#N/A;BE10178655;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;201864;200404;10000
#N/A;BE10178663;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;185753;224647;35000
#N/A;BE10178736;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;173763;210394;
#N/A;BE10178744;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;160035;236843;
#N/A;BE10178752;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;159328;236818;
#N/A;BE10178760;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;176905;224323;144000
#N/A;BE10178760;-302;ACT;PYPRO;PLTR;QL;QL;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;176905;224323;158400
#N/A;BE10178760;-303;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;176905;224323;172800
#N/A;BE10178787;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;186770;191063;
#N/A;BE10178795;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;;;
#N/A;BE10178809;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;169892;232188;17000
#N/A;BE10178817;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;198544;239324;85200
#N/A;BE10178817;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;198544;239324;85200
#N/A;BE10178817;-303;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;198544;239324;85200
#N/A;BE10178825;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;198887;239605;
#N/A;BE10178833;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;ANT;169659;203847;11800
#N/A;BE10178841;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;177026;229585;150000
#N/A;BE10178841;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;177026;229585;150000
#N/A;BE10178841;-303;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;177026;229585;150000
#N/A;BE10178841;-304;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;177026;229585;300000
#N/A;BE10178841;-305;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;177026;229585;300000
#N/A;BE10178851;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;200843;202321;
#N/A;BE10178868;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;BL;PO Opfok - leg;BL;NSUHS;ANT;179455;220400;50000
#N/A;BE10178868;-302;ACT;PYPRO;PLTR;CHCK;CHCK;2;BL;PO Opfok - leg;BL;NSUHS;ANT;179455;220400;90000
#N/A;BE10178884;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;BL;PO Opfok - leg;BL;NSUHS;ANT;192939;219010;100000
#N/A;BE10178884;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;BL;PO Opfok - leg;BL;NSUHS;ANT;192939;219010;150000
#N/A;BE10178884;-303;ACT;PYPRO;PLTR;CHCK;CHCK;4;BL;PO Opfok - leg;BL;NSUHS;ANT;192939;219010;150000
#N/A;BE10178922;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;164652;232105;84000
#N/A;BE10178930;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;182950;212266;73500
#N/A;BE10178930;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;182950;212266;73500
#N/A;BE10178930;-303;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;182950;212266;63000
#N/A;BE10178949;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;184644;216991;
#N/A;BE10178965;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;191209;204920;
#N/A;BE10178991;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;188846;231339;
#N/A;BE10179007;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;160005;240577;149964
#N/A;BE10179007;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;160005;240577;95948
#N/A;BE10179007;-303;ACT;PYPRO;PLTR;CHCK;CHCK;4;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;ANT;160005;240577;120960
#N/A;BE10179015;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;HERL;VL Broedeieren - vermeerdering - leg;HERL;NSUHS;ANT;197679;223393;
#N/A;BE10179023;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;HERL;VL Broedeieren - vermeerdering - leg;HERL;NSUHS;ANT;197603;223561;32000
#N/A;BE10179023;-302;ACT;PYPRO;PLTR;CHCK;CHCK;2;HERL;VL Broedeieren - vermeerdering - leg;HERL;NSUHS;ANT;197603;223561;48000
#N/A;BE10179031;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;HERL;VL Broedeieren - vermeerdering - leg;HERL;NSUHS;ANT;196897;222868;14000
#N/A;BE10179041;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;192378;218490;84000
#N/A;BE10179120;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;203173;208045;
#N/A;BE10179201;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;ANT;185763;233339;15500
#N/A;BE10179211;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;201111;226547;
#N/A;BE10179228;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;166040;192461;17000
#N/A;BE10179309;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;178622;220863;
#N/A;BE10179317;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;BRM;VOV Opfok - vermeerdering - vlees;BRM;FREE;ANT;198966;236372;45000
#N/A;BE10179368;-401;ACT;BIHOB;BIRD;EMU;EMU;5;NOCSP;Doel zonder consumptie;NOCSP;NSUHS;ANT;188308;193359;
#N/A;BE10179392;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;167919;234036;72000
#N/A;BE10179392;-302;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;167919;234036;48000
#N/A;BE10179422;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;181761;222947;
#N/A;BE10179430;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;173698;210187;
#N/A;BE10179449;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;178977;230779;
#N/A;BE10179457;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;183965;221349;16575
#N/A;BE10179465;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;172738;234208;
#N/A;BE10179481;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;171215;231448;
#N/A;BE10179538;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;198610;221656;68000
#N/A;BE10179589;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;195171;226663;90000
#N/A;BE10179651;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;171343;233245;61500
#N/A;BE10179651;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;171343;233245;61500
#N/A;BE10179651;-303;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;171343;233245;132000
#N/A;BE10179661;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;178878;226387;
#N/A;BE10179678;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;193286;211464;
#N/A;BE10179686;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;;;
#N/A;BE10179716;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;194947;215877;
#N/A;BE10179724;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;ANT;191901;211461;120000
#N/A;BE10179724;-302;ACT;PYPRO;PLTR;CHCK;CHCK;2;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;191901;211461;80000
#N/A;BE10179740;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;168140;227725;
#N/A;BE10179831;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;183068;229046;
#N/A;BE10179831;-351;ACT;PYHAT;PLTR;CHCK;CHCK;2;DOME;Broeierij - vlees;DOME;NSUHS;ANT;183068;229046;2800000
#N/A;BE10179848;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;179008;236325;
#N/A;BE10179856;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;183527;228895;
#N/A;BE10179899;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;182510;215441;
#N/A;BE10179910;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;191859;204093;83845
#N/A;BE10179910;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;191859;204093;76860
#N/A;BE10179910;-303;ACT;PYPRO;PLTR;CHCK;CHCK;5;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;191859;204093;146040
#N/A;BE10179910;-304;ACT;PYPRO;PLTR;CHCK;CHCK;5;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;191859;204093;146040
#N/A;BE10179929;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;168669;214601;
#N/A;BE10180021;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;194147;215915;33000
#N/A;BE10180099;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;141749;192630;
#N/A;BE10180153;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;191032;199084;
#N/A;BE10180412;-401;STP;BIPRO;BIRD;OSTR;OSTR;1;MEATP;PV Vleesproductie;MEATP;OUTDO;ANT;195759;234644;2
#N/A;BE10180463;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;187822;231010;137500
#N/A;BE10180463;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;187822;231010;137500
#N/A;BE10180463;-303;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;187822;231010;140000
#N/A;BE10180463;-304;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;187822;231010;140000
#N/A;BE10180471;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;ANT;192781;232182;39980
#N/A;BE10180471;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;ANT;192781;232182;39980
#N/A;BE10180552;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;CAGE;ANT;194439;195359;39500
#N/A;BE10180560;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;BL;PO Opfok - leg;BL;NSUHS;ANT;172918;235146;99000
#N/A;BE10180641;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;198586;224649;
#N/A;BE10180757;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;189592;219743;36143
#N/A;BE10180765;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;192360;224706;30000
#N/A;BE10180781;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;203782;214494;
#N/A;BE10180961;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;185042;211598;
#N/A;BE10181303;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;193488;230031;46560
#N/A;BE10181672;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;159482;236601;
#N/A;BE10181680;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;160499;205782;
#N/A;BE10183918;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;OUT;ANT;168563;190520;
#N/A;BE10184418;-401;ACT;BIPRO;BIRD;OSTR;OSTR;3;MEATP;PV Vleesproductie;MEATP;OUTDO;ANT;160766;193181;42
#N/A;BE10185325;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;ANT;197226;238179;66000
#N/A;BE10185491;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;BIO;ANT;186697;219374;8000
#N/A;BE10185627;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;BRM;VOV Opfok - vermeerdering - vlees;BRM;FREE;ANT;196286;240657;21000
#N/A;BE10188936;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;184109;231293;93192
#N/A;BE10192720;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;184474;231991;
#N/A;BE10195282;-301;ACT;PYHOB;PLTR;CHCK;CHCK;5;NOCSP;Doel zonder consumptie;NOCSP;OUT;ANT;193620;208493;0
#N/A;BE10196114;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;;;
#N/A;BE10196297;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;206661;216602;
#N/A;BE10196297;-401;STP;BIPRO;BIRD;OSTR;OSTR;2;MEATP;PV Vleesproductie;MEATP;OUTDO;ANT;206661;216602;56
#N/A;BE10196351;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;ANT;159986;211783;
#N/A;BE10197714;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;194166;201973;
#N/A;BE10197870;-401;STP;BIPRO;BIRD;OSTR;OSTR;3;MEATP;PV Vleesproductie;MEATP;OUTDO;ANT;157513;209650;12
#N/A;BE10197961;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;;;
#N/A;BE10198095;-301;STP;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;;ANT;172065;197524;
#N/A;BE10198095;-401;STP;BIPRO;BIRD;OSTR;OSTR;5;MEATP;PV Vleesproductie;MEATP;OUTDO;ANT;172065;197524;50
#N/A;BE10199423;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;205707;214963;
#N/A;BE10200618;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;OUT;ANT;158925;239211;65000
#N/A;BE10200650;-301;ACT;PYDLR;PLTR;NOTRE;NOTRE;1;NOCSP;Doel zonder consumptie;NOCSP;NSUHS;ANT;174426;209946;500
#N/A;BE10200669;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;185490;198944;
#N/A;BE10201193;-301;ACT;PYDLR;PLTR;NOTRE;NOTRE;4;NOCSP;Doel zonder consumptie;NOCSP;NSUHS;ANT;180904;199207;
#N/A;BE10201691;-301;ACT;PYDLR;PLTR;NOTRE;NOTRE;1;NOCSP;Doel zonder consumptie;NOCSP;NSUHS;ANT;202378;218848;400
#N/A;BE10202270;-301;ACT;PYDLR;PLTR;NOTRE;NOTRE;3;NOCSP;Doel zonder consumptie;NOCSP;OUT;ANT;174246;190153;6000
#N/A;BE10204109;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;OUT;ANT;194633;198878;
#N/A;BE10206586;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;172668;225152;186000
#N/A;BE10206683;-401;ACT;BIPRO;BIRD;OSTR;OSTR;8;MEATP;PV Vleesproductie;MEATP;OUTDO;ANT;164600;200446;112
#N/A;BE10206683;-401;ACT;BIPRO;BIRD;OSTR;OSTR;8;MEATP;PV Vleesproductie;MEATP;OUTDO;ANT;164600;200446;6400
#N/A;BE10206683;-402;ACT;BIPRO;BIRD;EMU;EMU;8;MEATP;PV Vleesproductie;MEATP;OUTDO;ANT;164600;200446;
#N/A;BE10206683;-402;ACT;BIPRO;BIRD;EMU;EMU;8;MEATP;PV Vleesproductie;MEATP;OUTDO;ANT;164600;200446;120
#N/A;BE10206683;-403;ACT;BIPRO;BIRD;NANDU;NANDU;8;MEATP;PV Vleesproductie;MEATP;OUTDO;ANT;164600;200446;
#N/A;BE10206683;-403;ACT;BIPRO;BIRD;NANDU;NANDU;8;MEATP;PV Vleesproductie;MEATP;OUTDO;ANT;164600;200446;80
#N/A;BE10208031;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;ANT;187641;220261;
#N/A;BE10210265;-401;STP;BIPRO;BIRD;OSTR;OSTR;1;MEATP;PV Vleesproductie;MEATP;OUTDO;ANT;176296;231621;
#N/A;BE10210273;-401;STP;BIPRO;BIRD;OSTR;OSTR;1;MEATP;PV Vleesproductie;MEATP;OUTDO;ANT;;;
#N/A;BE10210281;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;;;
